geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.564804651210046, 7.628596988826961;"{""coordinates"": [[[7.631110369254403, 47.567412592199524], [7.633182491171897, 47.565627187410264], [7.632625753318653, 47.565349922893056], [7.629615226525345, 47.565768386779204], [7.629590626377104, 47.56511426921948], [7.629467905437991, 47.56498665174492], [7.628541436980881, 47.564301640251614], [7.627972988004319, 47.563843904415364], [7.627605007154536, 47.563498621776134], [7.627404136275604, 47.56326584836993], [7.62729233377772, 47.56307805180549], [7.627236047291862, 47.56287512769271], [7.62722469962721, 47.56280746830611], [7.624977568331529, 47.56223212469325], [7.624535935065924, 47.56307495799073], [7.624170779954714, 47.56354171200654], [7.628120097006007, 47.56458052049458], [7.62829732796517, 47.56441481942956], [7.628943667373846, 47.56488745479502], [7.629222339174914, 47.5651125613402], [7.629278366818345, 47.565240288303], [7.629302801885088, 47.56584929369283], [7.628948483546211, 47.566233338407365], [7.628860027374672, 47.566368829355135], [7.631110369254403, 47.567412592199524]]], ""type"": ""Polygon""}";51;Tempo 30-Zone;15G;Landauer;2004-08-19 00:00:00;2004
47.559595357933205, 7.570809746872012;"{""coordinates"": [[[7.574252528235921, 47.56028321429186], [7.574958852392311, 47.55769106530356], [7.57479656041867, 47.55767014659663], [7.57490322562969, 47.55729094536227], [7.573709552095215, 47.55753648655715], [7.573465393746997, 47.55759025473857], [7.573206822461092, 47.55762944221226], [7.572639059076019, 47.55758634134661], [7.566889077140269, 47.557325780248945], [7.565135403733207, 47.55725104993614], [7.565124762011373, 47.557369212065936], [7.565300011665181, 47.557634867548], [7.565486061767511, 47.55784881506776], [7.565792396884234, 47.55815861229962], [7.566656272307318, 47.558866607024946], [7.567419851969755, 47.55869592933344], [7.56762880401737, 47.55933813809247], [7.567793583301443, 47.55976623678651], [7.567784012176349, 47.55998983124544], [7.568331376184886, 47.56066859160765], [7.568965866022822, 47.56126602071425], [7.569481228689541, 47.56180614603025], [7.570126690369108, 47.56241832393285], [7.570976503428647, 47.56319135283786], [7.573671667073118, 47.5618884121868], [7.573776923474827, 47.56159186645737], [7.574056104964813, 47.56051811560326], [7.574048308149078, 47.560330371779465], [7.574068258180227, 47.56025946911652], [7.574252528235921, 47.56028321429186]]], ""type"": ""Polygon""}";67;Tempo 30-Zone;10E;Colmarer;2001-10-03 00:00:00;2001
47.56418754253593, 7.560214040291719;"{""coordinates"": [[[7.558641208541881, 47.565246636299314], [7.560046965887509, 47.564861547674376], [7.562012444915503, 47.5643265652229], [7.563158072779874, 47.56400512791331], [7.56281126546933, 47.563881645043054], [7.562447351645648, 47.56374950934333], [7.562279993240006, 47.56369833266902], [7.561956933075834, 47.56364308430665], [7.561654079282061, 47.5635567944579], [7.561354142285095, 47.563449869186485], [7.561127270577319, 47.56335240881748], [7.560936146184596, 47.56325611571475], [7.560238117450079, 47.563448428813906], [7.559557274782977, 47.56363930787785], [7.557943604673109, 47.564089942642624], [7.558034993039743, 47.56423030390238], [7.558255408666391, 47.56461467602962], [7.558344572910334, 47.56476983393834], [7.558641208541881, 47.565246636299314]]], ""type"": ""Polygon""}";81;Tempo 30-Zone;10B;Felsplatten;2001-10-03 00:00:00;2001
47.54487612901767, 7.577098766541505;"{""coordinates"": [[[7.575658032901977, 47.545312582399525], [7.576209661796777, 47.54531460400948], [7.576606365836445, 47.54533596314352], [7.577008214239726, 47.54537917866333], [7.577418377222696, 47.54544744852268], [7.577774347519257, 47.54552151963778], [7.57815071089787, 47.54562191699485], [7.578503404098305, 47.54573723520385], [7.578494588082792, 47.5456372710641], [7.578449418536725, 47.54521333203641], [7.57839527868274, 47.54490940755239], [7.578241734350039, 47.544256445902114], [7.577430250713006, 47.544280474798754], [7.576611652760302, 47.54429655593244], [7.576494031470183, 47.54430130886681], [7.575672444419033, 47.54432781067429], [7.575601506931767, 47.54437187356187], [7.575589831390848, 47.54447563041995], [7.575607914293863, 47.544855928724935], [7.575658032901977, 47.545312582399525]]], ""type"": ""Polygon""}";84;Tempo 30-Zone;8i;Schönmatt;2003-01-10 00:00:00;2003
47.52955882985062, 7.600473427348845;"{""coordinates"": [[[7.596486484129452, 47.52790775650362], [7.596533042118113, 47.52805683802431], [7.596564561810287, 47.528320395347514], [7.596606042952758, 47.528490286421466], [7.596671613066006, 47.52857059326594], [7.596746003265448, 47.528647299560625], [7.596828760757327, 47.52871995621267], [7.596919432845453, 47.528788150103786], [7.599388235255065, 47.53027570129569], [7.599324358014147, 47.530296700090354], [7.599265304976837, 47.53032338528357], [7.599212150301693, 47.530355269735004], [7.599165914713208, 47.53039175845347], [7.599127419483037, 47.53043216678484], [7.599097419277558, 47.53047573821594], [7.599076456191645, 47.53052168055026], [7.599064912756517, 47.53056912985886], [7.599062998793538, 47.53061719546741], [7.599347232471761, 47.530744902518336], [7.599320426601032, 47.530715835510655], [7.599301235302395, 47.53068414078957], [7.599290218953271, 47.53065069898005], [7.599287685860975, 47.53061647199764], [7.599293692129613, 47.530582458079465], [7.599308094536712, 47.53054961076666], [7.599330457687539, 47.53051887500802], [7.599360160090296, 47.53049113305121], [7.599396340985699, 47.530467186528796], [7.599437953303031, 47.53044770242348], [7.599483830192483, 47.53043325794568], [7.599532644915381, 47.530424250651706], [7.599582990681617, 47.53042095229682], [7.599633446855067, 47.5304234457877], [7.599844357538187, 47.530429944332155], [7.600087330373158, 47.530451435710624], [7.60233066595353, 47.53171951695105], [7.603598615017168, 47.5325606728673], [7.603759449370306, 47.5326080311636], [7.604050826008662, 47.53265520385282], [7.604100595189087, 47.53251236532574], [7.604059286275374, 47.53214531447066], [7.60396754911327, 47.53170358755783], [7.603896257577471, 47.53138418339353], [7.603915907864902, 47.53124139662074], [7.604055817473975, 47.53101686510033], [7.604275679517128, 47.530663059419524], [7.604305304486552, 47.53049986036539], [7.604405195950523, 47.53032977093529], [7.604541543335666, 47.530229565425955], [7.603944499685198, 47.530078976679015], [7.60360856754538, 47.52996166106093], [7.603272507251372, 47.5298022895301], [7.602973710399319, 47.52964285543459], [7.602587549433542, 47.52935735126665], [7.60190244795805, 47.52887034497589], [7.601429359307748, 47.528601786190826], [7.601043521174624, 47.528417232047296], [7.600222162589091, 47.528056616049604], [7.599500715542187, 47.52784729429524], [7.598791854375217, 47.52768842409422], [7.598369060679736, 47.52760486755079], [7.598070456291258, 47.52748748458833], [7.597734428277986, 47.52732809684151], [7.597410844293399, 47.52716868215308], [7.597186715414007, 47.52702595864339], [7.596863271150699, 47.52691702459374], [7.596585898753362, 47.52689138198213], [7.596447576407635, 47.52689156951014], [7.596094167641835, 47.52692326547259], [7.596146483159805, 47.527287372886015], [7.596244578700615, 47.52753696282265], [7.596388604880684, 47.52772753590509], [7.596486484129452, 47.52790775650362]]], ""type"": ""Polygon""}";96;Tempo 30-Zone;7i;Gempenfluh;2004-11-15 00:00:00;2004
47.56546191886552, 7.617784843650686;"{""coordinates"": [[[7.614705986622424, 47.56405510935153], [7.620541415783436, 47.56686550755468], [7.620647801248758, 47.56674781153398], [7.614790256574743, 47.56396200488085], [7.614705986622424, 47.56405510935153]]], ""type"": ""Polygon""}";97;Tempo 30-Zone;48;Bäumlihofstrasse;2015-06-05 00:00:00;2015
47.56836654402315, 7.619064041812128;"{""coordinates"": [[[7.616913892511354, 47.57020008222772], [7.61716304438593, 47.57026019219166], [7.617950789936044, 47.56925241628313], [7.618108385624537, 47.56906656154011], [7.618803078333315, 47.5686228908656], [7.61971903976049, 47.56811462106025], [7.620371368881311, 47.56762816063868], [7.620917567020006, 47.566956268457325], [7.620647801248758, 47.56674781153398], [7.620541415783436, 47.56686550755468], [7.62003041972551, 47.56749949763433], [7.619804479002184, 47.567709159875164], [7.61946556571597, 47.567973031311816], [7.618791513619971, 47.56837797425239], [7.618130105163607, 47.56879557482901], [7.617949576318972, 47.5689506884875], [7.617745909718504, 47.56915716448908], [7.616913892511354, 47.57020008222772]]], ""type"": ""Polygon""}";100;Tempo 30-Zone;46;Allmendstrasse;2015-06-16 00:00:00;2015
47.57154707008764, 7.572481349793001;"{""coordinates"": [[[7.573100437490314, 47.57113822796531], [7.572432207303765, 47.57093632347181], [7.571930319446696, 47.57207922147206], [7.572383680578043, 47.57218686069741], [7.573100437490314, 47.57113822796531]]], ""type"": ""Polygon""}";106;Tempo 30-Zone;35;Saint-Louis-Strasse;2015-04-17 00:00:00;2009
47.56963090403571, 7.615327762428206;"{""coordinates"": [[[7.613942997535743, 47.56891238607518], [7.614648027059925, 47.56931611124741], [7.61660407831597, 47.57037596010314], [7.616670980419951, 47.57030915161166], [7.614003107324728, 47.5688608066552], [7.613942997535743, 47.56891238607518]]], ""type"": ""Polygon""}";110;Tempo 30-Zone;64;Riehenstrasse;2014-01-08 00:00:00;2014
47.54055451552349, 7.6145129803533615;"{""coordinates"": [[[7.613724707246649, 47.53985416904432], [7.613610107421617, 47.53973536244846], [7.613482316414025, 47.539923839526296], [7.613465348629338, 47.54010828273938], [7.613720133781094, 47.540107899828214], [7.613948632675526, 47.54013135352149], [7.614361655580805, 47.540166427156606], [7.615082416225357, 47.540272417010954], [7.615372785741476, 47.540408808083576], [7.615540461818734, 47.54063461235427], [7.615409545225848, 47.54089657552893], [7.615084992439345, 47.54105173413959], [7.614584768180191, 47.54121906525246], [7.614479158509494, 47.541165684794095], [7.614232358627673, 47.54092214573478], [7.613976429890035, 47.54057153980136], [7.613702600957488, 47.540119824983975], [7.613509304395025, 47.54011417061013], [7.613562377077744, 47.54022712486171], [7.613792067160531, 47.54061345859236], [7.614127408616715, 47.54106508041227], [7.614444523569583, 47.54132041229796], [7.614734426133078, 47.54131402922915], [7.615076691362842, 47.54120047702833], [7.615471474564456, 47.54102735911217], [7.615611604541894, 47.540896268515816], [7.615660000051244, 47.54065465766965], [7.615596033456121, 47.540438211395404], [7.615440964137131, 47.54030518599884], [7.615268384270926, 47.54018646910396], [7.615013362875739, 47.5401154720432], [7.613944875190479, 47.54001446685035], [7.613654823575627, 47.53997325302546], [7.613724707246649, 47.53985416904432]]], ""type"": ""Polygon""}";127;Tempo 30-Zone;47;Au dem Wolf;;2016
47.57104384996534, 7.610682169129936;"{""coordinates"": [[[7.611277312803891, 47.57225175987706], [7.611579382813284, 47.572178939610296], [7.611578648081482, 47.57217777152148], [7.611053205911325, 47.5713392142441], [7.610653120647699, 47.57070070491627], [7.610432670403892, 47.570348864147945], [7.610024181608126, 47.56989454674146], [7.609985367136253, 47.56983776367975], [7.609719914389071, 47.56995843551634], [7.609724836134042, 47.56996404035439], [7.610084233276522, 47.570373390639794], [7.610407314095792, 47.570844193255], [7.610512277378811, 47.571014010239914], [7.610705386528003, 47.57132645382695], [7.611277312803891, 47.57225175987706]]], ""type"": ""Polygon""}";132;Tempo 30-Zone;24;Schorenweg;2016-11-22 00:00:00;2016
47.52921555832733, 7.596112754766848;"{""coordinates"": [[[7.59560769345063, 47.52924172127942], [7.595782454082499, 47.52932983192484], [7.596257344742321, 47.529226489703134], [7.596427121768407, 47.529321918100045], [7.596539887695605, 47.529245245812], [7.596362918279459, 47.52910198917154], [7.596285207462631, 47.52909252496443], [7.59560769345063, 47.52924172127942]]], ""type"": ""Polygon""}";134;Tempo 30-Zone;7G;Batterie;2014-01-17 00:00:00;2014
47.54970007759327, 7.58315919767538;"{""coordinates"": [[[7.582535247996764, 47.54992352872356], [7.582773859202363, 47.5501247120175], [7.582982951690145, 47.55029054094377], [7.585171058640546, 47.55109080903951], [7.585290415831889, 47.55093406872297], [7.583012228317063, 47.55008322564708], [7.582778669256359, 47.54982473738242], [7.583919826288063, 47.54939796104147], [7.58331714801127, 47.549113158854325], [7.582823955250009, 47.54869734096766], [7.582214196536039, 47.54904016216584], [7.581755333306713, 47.54937115702924], [7.581821782035457, 47.54937656162397], [7.581929066244786, 47.54939181811924], [7.58203398949836, 47.549413355060956], [7.582135727777473, 47.54944101158218], [7.582233510050155, 47.54947457279073], [7.582326591750021, 47.54951378778915], [7.58241425472702, 47.5495583516865], [7.582495860431899, 47.54960792352021], [7.582570743666415, 47.549662135380174], [7.582341725655017, 47.54977675553214], [7.582535247996764, 47.54992352872356]]], ""type"": ""Polygon""}";140;Tempo 30-Zone;49;Birsigstrasse;;2017
47.56572553477235, 7.602886191412873;"{""coordinates"": [[[7.598524481201316, 47.565179497309074], [7.601806497540851, 47.566066628827734], [7.600802291096221, 47.56715448824622], [7.600440825316606, 47.567557386945616], [7.600345996026199, 47.56773696989992], [7.600625818426218, 47.56778958112249], [7.6022351297986, 47.56803124193018], [7.602481489337821, 47.56810823259988], [7.605032855969436, 47.56883039044825], [7.605304232406003, 47.568473069629746], [7.605409180708539, 47.56830039330763], [7.606888889940236, 47.56645408887152], [7.607020179937885, 47.56628137290352], [7.60734394591665, 47.56581689210969], [7.606780744742951, 47.565609484016875], [7.605319369159529, 47.56487391096329], [7.605125612154569, 47.56474926536576], [7.604024985484044, 47.56412618371279], [7.603655173987668, 47.563912549792825], [7.601393179211502, 47.56288655379499], [7.600345751065528, 47.562388303287754], [7.600258030295635, 47.562441964603146], [7.600117450274834, 47.56246000305431], [7.598524481201316, 47.565179497309074]]], ""type"": ""Polygon""}";141;Tempo 30-Zone;34;Rosental;2017-11-15 00:00:00;2017
47.54246491916268, 7.588954164103492;"{""coordinates"": [[[7.589680400691095, 47.54313105661491], [7.588453787078031, 47.54169977813755], [7.588220075321531, 47.541781553056154], [7.589168314355953, 47.54289972478145], [7.589445954398238, 47.54322709904385], [7.589680400691095, 47.54313105661491]]], ""type"": ""Polygon""}";150;Tempo 30-Zone;70;Solothurnerstrasse;2018-03-29 00:00:00;2018
47.585813699399054, 7.6666185743094895;"{""coordinates"": [[[7.661078089873752, 47.586973024417745], [7.661293969582389, 47.58686909463729], [7.661494120470894, 47.58679018793745], [7.661710267722238, 47.58675051652822], [7.662263993770022, 47.586692335130074], [7.662923108551775, 47.58660541114916], [7.663766908374874, 47.58652167877516], [7.664768948329765, 47.58643407137981], [7.66516976717078, 47.58640116647791], [7.665470231816138, 47.586339900981514], [7.665781128961826, 47.58625006846863], [7.666012844104158, 47.58614966941806], [7.666307800060593, 47.586034873249666], [7.666628807755431, 47.58584507212235], [7.667218252773061, 47.58550838924761], [7.667671086919311, 47.58530404421867], [7.668055661548514, 47.58517479417811], [7.668287475449378, 47.58509938371694], [7.668508949630001, 47.58507395301505], [7.668899430546362, 47.58509103338107], [7.669585522459927, 47.58515035390622], [7.670176849558709, 47.58525268680619], [7.671190622976665, 47.585439837782396], [7.671534045755367, 47.585553379408374], [7.672019969171101, 47.58568089822546], [7.672029522911582, 47.58545244002774], [7.671316429342683, 47.58525398404422], [7.670355512322211, 47.58508814282721], [7.669674483133615, 47.58498241849552], [7.668735040045032, 47.584898606375404], [7.668539783858379, 47.58488471937855], [7.668175954783399, 47.58493183596452], [7.667686028790637, 47.58509699868384], [7.667390989027432, 47.58519037567673], [7.666975190210975, 47.585419631344436], [7.666427752168817, 47.58570982348329], [7.666001481702978, 47.58596051899216], [7.665674921675305, 47.58608964898454], [7.665469456620898, 47.586157870847764], [7.664963344784307, 47.586244520869585], [7.664662713472582, 47.58626651906685], [7.663038374867981, 47.58641243689527], [7.66182545071107, 47.58653970024603], [7.661414297670119, 47.586626152588416], [7.661219365149472, 47.58669077624462], [7.660919222876907, 47.58683412416563], [7.661078089873752, 47.586973024417745]]], ""type"": ""Polygon""}";151;Tempo 30-Zone;;Inzlingerstrasse;2018-04-16 00:00:00;2018
