geo_point_2d;geo_shape;objid;id;es_id;es_name
47.570741057783295, 7.6001757497162945;"{""coordinates"": [[[7.600186730613674, 47.570959883726225], [7.60020926869007, 47.570502972978105], [7.600167774859318, 47.57050163647869], [7.600158919628957, 47.57055286782662], [7.600161066828686, 47.57060367920735], [7.600143408676296, 47.570916684123716], [7.600152892617577, 47.57097656895676], [7.600187514599563, 47.570999364939254], [7.600187514599563, 47.570999364939254], [7.600186730613674, 47.570959883726225]]], ""type"": ""Polygon""}";686;510;2;Leinenpflicht
47.57031899961161, 7.600113957061879;"{""coordinates"": [[[7.600167774859318, 47.57050163647869], [7.60020926869007, 47.570502972978105], [7.60020926869007, 47.570502972978105], [7.600215128862647, 47.5704633026721], [7.600087887013658, 47.57017936828702], [7.599980733277783, 47.57017895908331], [7.599979872976007, 47.57020210104573], [7.60001899522371, 47.57020590516834], [7.600171980426684, 47.57047730271293], [7.600167774859318, 47.57050163647869]]], ""type"": ""Polygon""}";690;512;2;Leinenpflicht
47.57049979747286, 7.600433040794126;"{""coordinates"": [[[7.600215128862647, 47.5704633026721], [7.60020926869007, 47.570502972978105], [7.600717012446748, 47.57053104770423], [7.60069900588653, 47.57050939795024], [7.600215128862647, 47.5704633026721]]], ""type"": ""Polygon""}";692;513;2;Leinenpflicht
47.570989091343904, 7.601253798982078;"{""coordinates"": [[[7.600859806683047, 47.570508724527706], [7.601599783227102, 47.57151552499478], [7.601656368261308, 47.57151029246577], [7.60139752332075, 47.57112225281703], [7.600945979207381, 47.57050986365242], [7.600945979207381, 47.57050986365242], [7.600945979207381, 47.57050986365242], [7.600859806683047, 47.570508724527706]]], ""type"": ""Polygon""}";700;517;2;Leinenpflicht
47.57311246686065, 7.599514279391522;"{""coordinates"": [[[7.59999784581073, 47.57299080299541], [7.599878689903739, 47.57303146647233], [7.599416336448493, 47.57307887239437], [7.599373743188787, 47.57305734630712], [7.599208967920173, 47.57306476839395], [7.599214940093176, 47.57332701595304], [7.599262757534627, 47.57331795637707], [7.599288996708205, 47.573204599810914], [7.599358351460492, 47.573158267664084], [7.599545326320299, 47.573112753450665], [7.599809021001655, 47.57308798921113], [7.600012070307913, 47.57308445251212], [7.599999449081141, 47.57299799572236], [7.59999784581073, 47.57299080299541]]], ""type"": ""Polygon""}";704;524;2;Leinenpflicht
47.570795415854676, 7.567990079893284;"{""coordinates"": [[[7.568563354415537, 47.57146069199041], [7.568605898898213, 47.57146783956416], [7.56859524965579, 47.57146065647764], [7.569039939787351, 47.57070469104323], [7.567986767618846, 47.570439650014826], [7.567199462424387, 47.57020308663581], [7.566796172853009, 47.57049852304648], [7.567573508538666, 47.57100850814151], [7.56760529934867, 47.570965303336514], [7.568105858170978, 47.571324496441676], [7.568563354415537, 47.57146069199041]]], ""type"": ""Polygon""}";706;533;2;Leinenpflicht
47.569652574107515, 7.599618945187446;"{""coordinates"": [[[7.599426349804731, 47.56965316254274], [7.599447742623084, 47.56969630275666], [7.599474399138622, 47.5697221678088], [7.59949362454494, 47.569751640589736], [7.599514924205224, 47.56976384261124], [7.599540456914796, 47.569769563324606], [7.599585100116759, 47.56976662369406], [7.599698817010376, 47.5697535156635], [7.599777461108045, 47.569744053501715], [7.599793397338253, 47.56974043398683], [7.599805076663705, 47.56973538136611], [7.599804974551828, 47.56970156521714], [7.599815334346707, 47.56961161394498], [7.599816373583381, 47.56960369805639], [7.59959819839591, 47.56952701358483], [7.599557799260197, 47.56952706937816], [7.599482375205954, 47.569546599885676], [7.599459090282904, 47.56958116780916], [7.599425249820567, 47.569640932636126], [7.599428439232874, 47.56964092823558], [7.599426349804731, 47.56965316254274]]], ""type"": ""Polygon""}";710;545;1;Hundeverbot
47.5695045484739, 7.5990376714231145;"{""coordinates"": [[[7.599032824537392, 47.56959902317576], [7.599050897859716, 47.56959899829919], [7.599104026569921, 47.569589571713095], [7.599155013842382, 47.56957511158321], [7.599179440004001, 47.56956644398929], [7.599197472192552, 47.569552748730814], [7.599202677485605, 47.56951604728474], [7.599194124791467, 47.569500230165715], [7.599142981821916, 47.569462886845734], [7.599121671551414, 47.56944708729139], [7.599105698590812, 47.569438475339794], [7.598987628100852, 47.569417772487824], [7.598948277053911, 47.56941279015741], [7.598946155110025, 47.569414232067565], [7.598935525941731, 47.5694149661842], [7.598901574818717, 47.56943803673833], [7.598865490918954, 47.569458951728], [7.5988591423527, 47.569469033394675], [7.598864492579999, 47.5694805379681], [7.598920968330249, 47.569523630040656], [7.598950813909092, 47.569549490828194], [7.598985983843624, 47.56957822226418], [7.599005157044667, 47.56959042730584], [7.599027511016392, 47.5695997499844], [7.599031759238682, 47.5695983051464], [7.599032824537392, 47.56959902317576]]], ""type"": ""Polygon""}";712;546;1;Hundeverbot
47.56941484297338, 7.599455498563102;"{""coordinates"": [[[7.599553020301729, 47.56992549662644], [7.599943741708564, 47.569930352665], [7.599965210373333, 47.56911909166906], [7.598700202515968, 47.56915860956966], [7.598746367434535, 47.56948591666053], [7.598864492579999, 47.5694805379681], [7.598865490918954, 47.569458951728], [7.598901574818717, 47.56943803673833], [7.598935525941731, 47.5694149661842], [7.598987628100852, 47.569417772487824], [7.599105698590812, 47.569438475339794], [7.599142981821916, 47.569462886845734], [7.599202677485605, 47.56951604728474], [7.599202677485605, 47.56951604728474], [7.599197472192552, 47.569552748730814], [7.599179440004001, 47.56956644398929], [7.599204261537424, 47.56960085564215], [7.599246810818173, 47.56960871145996], [7.599290429745314, 47.569618724274214], [7.599330896102047, 47.56964097284357], [7.599333080864054, 47.56966039621068], [7.599426349804731, 47.56965316254274], [7.599438349800845, 47.56961780076632], [7.599459090282904, 47.56958116780916], [7.599482375205954, 47.569546599885676], [7.599482375205954, 47.569546599885676], [7.599557799260197, 47.56952706937816], [7.59959819839591, 47.56952701358483], [7.599681184714874, 47.56955618240219], [7.599753634863188, 47.5695816513315], [7.599816373583381, 47.56960369805639], [7.599810452392803, 47.56965403496027], [7.599805034569698, 47.56972144119839], [7.599805076663705, 47.56973538136611], [7.599793397338253, 47.56974043398683], [7.599698817010376, 47.5697535156635], [7.599620198242486, 47.56976257302059], [7.599585100116759, 47.56976662369406], [7.599540456914796, 47.569769563324606], [7.599553020301729, 47.56992549662644]]], ""type"": ""Polygon""}";716;553;2;Leinenpflicht
47.570015027454765, 7.6019388275217565;"{""coordinates"": [[[7.601800984109115, 47.57016609986265], [7.601827573806628, 47.57016966010531], [7.602076803119627, 47.57003072697979], [7.602112751446457, 47.56987039093854], [7.601814707114454, 47.569960197013906], [7.60179027564651, 47.57014093251537], [7.601800984109115, 47.57016609986265]]], ""type"": ""Polygon""}";718;554;2;Leinenpflicht
47.56936420067218, 7.602823031824996;"{""coordinates"": [[[7.603180530032208, 47.56942451851666], [7.603175201057536, 47.56942020906781], [7.602301797046341, 47.569139621645704], [7.602983895676121, 47.56953011220489], [7.603180530032208, 47.56942451851666]]], ""type"": ""Polygon""}";720;555;2;Leinenpflicht
47.56967758423801, 7.6028490096345145;"{""coordinates"": [[[7.603180530032208, 47.56942451851666], [7.602372111233987, 47.569867751381196], [7.602491345424769, 47.56994208753921], [7.603343091248704, 47.56947861076427], [7.603180530032208, 47.56942451851666]]], ""type"": ""Polygon""}";722;558;2;Leinenpflicht
47.57004084909065, 7.602183258783802;"{""coordinates"": [[[7.602372111233987, 47.569867751381196], [7.601827573806628, 47.57016966010531], [7.602058856406463, 47.57018498499972], [7.602491345424769, 47.56994208753921], [7.602372111233987, 47.569867751381196]]], ""type"": ""Polygon""}";724;559;2;Leinenpflicht
47.55635144866233, 7.613566834348233;"{""coordinates"": [[[7.614056910236238, 47.55622573481789], [7.613760077033618, 47.55614906026087], [7.613855644258107, 47.55597560709473], [7.613820191832115, 47.55596575832414], [7.613781349891994, 47.556056608577066], [7.613733747615789, 47.556024527535975], [7.613708026100638, 47.55597591006434], [7.613704181573048, 47.55593391506805], [7.613734053060121, 47.555870626159205], [7.613757962973124, 47.55578826148454], [7.613530371729637, 47.555746099096815], [7.613503077475454, 47.55578910319584], [7.613523676104813, 47.55579487322603], [7.613510142202126, 47.55586917287077], [7.613468243013397, 47.55596376001519], [7.613445137207355, 47.5559794618015], [7.613416100376212, 47.556042155793016], [7.613397670167051, 47.55603321669274], [7.613382720870823, 47.55606485212927], [7.613404567390785, 47.556094633598065], [7.613352744275026, 47.55610837285593], [7.613366512210759, 47.55614197979825], [7.613302718570086, 47.55616387633013], [7.6132757853538, 47.556203651073936], [7.613304078358712, 47.556250528988066], [7.613253116762345, 47.55626369130867], [7.613267746373296, 47.556296721369314], [7.613208221025561, 47.556315697474695], [7.613192890982117, 47.55636908931305], [7.613211317350339, 47.55640119632673], [7.613167174920306, 47.55642359395097], [7.613181311501669, 47.55645618406624], [7.613119324820921, 47.55647823967294], [7.613054483753825, 47.556586315652346], [7.612949752614877, 47.556558600866516], [7.612925847324814, 47.556589988824484], [7.613768122424255, 47.556807129151366], [7.613895058629648, 47.556580943484796], [7.613865581870097, 47.556574341470025], [7.614056910236238, 47.55622573481789]]], ""type"": ""Polygon""}";13;24;1;Hundeverbot
47.53138489180377, 7.595599098539821;"{""coordinates"": [[[7.596203486766655, 47.53020875986142], [7.596200737639559, 47.53018164721296], [7.59537949211235, 47.53016539730369], [7.595328301603058, 47.52998934919574], [7.59522394717615, 47.529824434945155], [7.595028122530704, 47.52996233050385], [7.59511092257469, 47.52997707708265], [7.595146669666974, 47.53004929439845], [7.595182932297493, 47.53019318276058], [7.595178963011949, 47.530320504608], [7.595034672949137, 47.53087535624538], [7.595044330632452, 47.53115321625646], [7.59514713034079, 47.53133975381855], [7.595265140655902, 47.5315323866186], [7.595434355671117, 47.53171042535162], [7.595795220214729, 47.53200829978597], [7.595764448113308, 47.5320254475395], [7.596047468617992, 47.53228239637542], [7.596116515471164, 47.53241457504832], [7.596133164009629, 47.532485108999396], [7.596126811972288, 47.532632328315074], [7.596084284292766, 47.532743243543884], [7.596046174017533, 47.53280299598078], [7.595974375765851, 47.53281889512227], [7.596150120851148, 47.53287186496659], [7.596214866987207, 47.532734270994474], [7.59625681720953, 47.53254026266338], [7.596502309837839, 47.532539858217575], [7.596422869593311, 47.532360233507426], [7.596269475409951, 47.532104531244464], [7.595752407054182, 47.53162035537757], [7.595580185004482, 47.53142704066126], [7.595408831530312, 47.5311401078685], [7.595349517892956, 47.5309521899296], [7.595382453288799, 47.53019250968588], [7.596203486766655, 47.53020875986142]]], ""type"": ""Polygon""}";23;39;1;Hundeverbot
47.56560667991367, 7.570428939304214;"{""coordinates"": [[[7.569714771784639, 47.56706994441205], [7.569756521806968, 47.567133797718796], [7.570109283577679, 47.56690216385643], [7.570955751587803, 47.56750286732071], [7.572433828524153, 47.566456509822686], [7.572668961654033, 47.56590826279075], [7.572514905333677, 47.565497931166036], [7.572285994526828, 47.56518130050962], [7.571487332539617, 47.564602154740264], [7.571329245720121, 47.564489976284975], [7.570300415386349, 47.56387138553519], [7.567613565315227, 47.56513265053632], [7.568629677254563, 47.56585182860028], [7.56825981946179, 47.56604740330791], [7.568350584520364, 47.56613730240247], [7.568711102201048, 47.56590949540877], [7.570021878428056, 47.566840187807095], [7.569714771784639, 47.56706994441205]]], ""type"": ""Polygon""}";25;41;1;Hundeverbot
47.56832705567438, 7.595617143721621;"{""coordinates"": [[[7.595007450621014, 47.568327568647355], [7.595201484928516, 47.56832840539387], [7.595201533065424, 47.56834481882745], [7.596100820134465, 47.568447565471836], [7.596105631856984, 47.568434428172445], [7.596294838748433, 47.56844293224068], [7.596307497356857, 47.568350990532004], [7.596150639223012, 47.56834354899468], [7.595194640952529, 47.56820146854167], [7.595013531226295, 47.568194049044706], [7.595007450621014, 47.568327568647355]]], ""type"": ""Polygon""}";36;52;1;Hundeverbot
47.549530941872895, 7.590677143212356;"{""coordinates"": [[[7.590479149536772, 47.55021924700921], [7.591640414958937, 47.54946183879853], [7.59165122680752, 47.54945203939309], [7.591636507324014, 47.549359090243875], [7.591542198451569, 47.54923690791349], [7.591028170027875, 47.548902446836586], [7.590905290773537, 47.54888792965285], [7.590771704860049, 47.54892479867142], [7.590598504500234, 47.549003306343614], [7.590587824746361, 47.549059576232644], [7.590537475572356, 47.5491428251498], [7.590385926635967, 47.54921641166697], [7.590100719931571, 47.54929751068798], [7.589974400584225, 47.54934904714729], [7.589837372689315, 47.549447077101206], [7.589736573608068, 47.54957441554385], [7.589744125465701, 47.549689381940134], [7.589816661651787, 47.549784684639], [7.590428548796631, 47.550214420327535], [7.590479149536772, 47.55021924700921]]], ""type"": ""Polygon""}";38;57;2;Leinenpflicht
47.570288433412614, 7.589388616901736;"{""coordinates"": [[[7.588682751101515, 47.57005359588455], [7.588677629456374, 47.5704726544638], [7.590029321380785, 47.57050282564412], [7.590156046250695, 47.570103476074394], [7.588767284259785, 47.57009121559243], [7.588768636240583, 47.57005214525968], [7.588682751101515, 47.57005359588455]]], ""type"": ""Polygon""}";42;60;2;Leinenpflicht
47.57045126102123, 7.587059482252291;"{""coordinates"": [[[7.586746139103512, 47.570487868118605], [7.587137467169826, 47.57048524785864], [7.587137384360057, 47.57045546986016], [7.587547577157851, 47.570450674694364], [7.587544469120897, 47.57046558120656], [7.587575898619239, 47.57046554106208], [7.587578941425487, 47.57042725104068], [7.587138896313189, 47.570435259115285], [7.587140431925571, 47.57042355637], [7.586838697147564, 47.57042925555637], [7.586841805405639, 47.57041435805658], [7.586741244345554, 47.57041446784747], [7.586746139103512, 47.570487868118605]]], ""type"": ""Polygon""}";44;64;2;Leinenpflicht
47.55266806228904, 7.574636456093321;"{""coordinates"": [[[7.572059552483339, 47.552939367064546], [7.572219787069671, 47.553031027765364], [7.574242817698516, 47.553272405654745], [7.576589618317602, 47.553679947724945], [7.577094181756825, 47.553106466355345], [7.576780384302824, 47.5530282961546], [7.575146563996678, 47.55163763758996], [7.574808462904819, 47.55150569885961], [7.574428446687507, 47.551565824465555], [7.57215540294979, 47.552630304320104], [7.572060246129572, 47.55274355449964], [7.572010420336129, 47.5527993547036], [7.572039701987301, 47.55282653628434], [7.572059552483339, 47.552939367064546]]], ""type"": ""Polygon""}";58;78;1;Hundeverbot
